"No.","Info","Time","Source","Destination","Protocol","Length"
"324099","Standard query response 0xcf5c A pla-prod-scu-apim-01.azure-api.net CNAME apimgmttmgpxfqy6dfjiqfsk6t67i30fgsnfhah4rrjw51coy3.trafficmanager.net CNAME pla-prod-scu-apim-01-southcentralus-01.regional.azure-api.net CNAME api42afe983845f487390ce9353a0993487panybx2xryyw8sfueuyk2.southcentralus.cloudapp.azure.com A 20.236.176.236","98.903862","9.9.9.9","10.10.10.10","DNS","356"
"324109","Standard query response 0xcf5c A pla-prod-scu-apim-01.azure-api.net CNAME apimgmttmgpxfqy6dfjiqfsk6t67i30fgsnfhah4rrjw51coy3.trafficmanager.net CNAME pla-prod-scu-apim-01-southcentralus-01.regional.azure-api.net CNAME api42afe983845f487390ce9353a0993487panybx2xryyw8sfueuyk2.southcentralus.cloudapp.azure.com A 20.236.176.236","98.938228","8.8.8.8","10.10.10.10","DNS","356"
"326035","Standard query 0x6008 A settings-win.data.microsoft.com","100.504289","10.10.10.32","9.9.9.9","DNS","91"
"326066","Standard query response 0x6008 A settings-win.data.microsoft.com CNAME atm-settingsfe-prod-geo2.trafficmanager.net CNAME settings-prod-eus-1.eastus.cloudapp.azure.com A 52.191.219.104","100.517352","9.9.9.9","10.10.10.32","DNS","220"
"326525","Standard query 0xd2a2 A dns.google","100.946258","10.10.10.2","9.9.9.9","DNS","70"
"326526","Standard query 0xd0fa HTTPS dns.google","100.946258","10.10.10.2","9.9.9.9","DNS","70"
"326528","Standard query response 0xd0fa HTTPS dns.google SOA ns1.zdns.google","100.958117","9.9.9.9","10.10.10.2","DNS","146"
"326529","Standard query response 0xd2a2 A dns.google A 8.8.4.4 A 8.8.8.8","100.958117","9.9.9.9","10.10.10.2","DNS","102"
"326829","Standard query 0xf347 A mobile.events.data.microsoft.com","101.159364","10.10.10.129","9.9.9.9","DNS","92"
"326830","Standard query response 0xf347 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus14.centralus.cloudapp.azure.com A 104.208.16.90","101.170642","9.9.9.9","10.10.10.129","DNS","215"
"327138","Standard query 0x32bd A ac-edofn5w-shard-00-01.y4jgcwx.mongodb.net","101.577675","10.10.10.37","8.8.8.8","DNS","102"
"327217","Standard query response 0x32bd A ac-edofn5w-shard-00-01.y4jgcwx.mongodb.net CNAME mtm-2-2-shard-00-01.ftxcy.mongodb.net CNAME ec2-52-55-212-240.compute-1.amazonaws.com A 52.55.212.240","101.619486","8.8.8.8","10.10.10.37","DNS","213"
"327418","Standard query 0x3f1a A dns.google","101.817395","10.10.10.129","9.9.9.9","DNS","70"
"327419","Standard query 0x1df3 HTTPS dns.google","101.817395","10.10.10.129","9.9.9.9","DNS","70"
"327420","Standard query response 0x3f1a A dns.google A 8.8.4.4 A 8.8.8.8","101.829049","9.9.9.9","10.10.10.129","DNS","102"
"327421","Standard query response 0x1df3 HTTPS dns.google SOA ns1.zdns.google","101.829049","9.9.9.9","10.10.10.129","DNS","146"
"328378","Standard query 0x9508 A events.getpostman.com","102.687152","10.10.10.37","8.8.8.8","DNS","81"
"328384","Standard query response 0x9508 A events.getpostman.com CNAME k8s-pmclient-clientev-583cce36b1-575479049.us-east-1.elb.amazonaws.com A 44.199.85.64 A 18.209.189.65 A 18.235.217.175 A 44.217.245.187 A 54.85.242.231 A 107.23.63.22","102.700058","8.8.8.8","10.10.10.37","DNS","258"
"330403","Standard query 0xb58f A optimizationguide-pa.googleapis.com OPT","104.456234","10.10.10.78","9.9.9.9","DNS","170"
"330405","Standard query response 0xb58f A optimizationguide-pa.googleapis.com A 142.251.34.10 A 192.178.52.234 A 192.178.56.106 A 192.178.57.42 A 192.178.52.202 A 172.217.3.138 A 192.178.52.170 A 142.251.218.138 A 192.178.52.138 A 172.217.15.10 A 142.251.34.42 A 172.217.2.138 A 192.178.56.42 A 192.178.56.74 A 216.58.195.234 A 142.250.177.10 OPT","104.468566","9.9.9.9","10.10.10.78","DNS","362"
"331259","Standard query 0x9ac3 A collector-hpn.ghostery.net","105.108981","10.10.10.129","9.9.9.9","DNS","86"
"331283","Standard query response 0x9ac3 A collector-hpn.ghostery.net CNAME collector-hpn.privacy.ghostery.net A 23.21.82.113 A 3.232.33.157 A 44.199.139.35","105.120804","9.9.9.9","10.10.10.129","DNS","170"
"331284","Standard query 0x88eb A collector-hpn.privacy.ghostery.net","105.126153","10.10.10.129","9.9.9.9","DNS","94"
"331288","Standard query response 0x88eb A collector-hpn.privacy.ghostery.net A 44.199.139.35 A 3.232.33.157 A 23.21.82.113","105.137472","9.9.9.9","10.10.10.129","DNS","142"
"331289","Standard query 0xfe7d AAAA collector-hpn.privacy.ghostery.net","105.138690","10.10.10.129","9.9.9.9","DNS","94"
"331297","Standard query response 0xfe7d AAAA collector-hpn.privacy.ghostery.net SOA ns-352.awsdns-44.com","105.149466","9.9.9.9","10.10.10.129","DNS","175"
"335555","Standard query 0xa615 A win-extension.femetrics.grammarly.io","107.875361","10.10.10.45","9.9.9.9","DNS","96"
"335556","Standard query response 0xa615 A win-extension.femetrics.grammarly.io A 34.232.191.119 A 23.23.170.89 A 34.197.163.13 A 44.208.225.212 A 23.21.221.220 A 52.201.37.139 A 54.88.156.32 A 34.199.110.211","107.887122","9.9.9.9","10.10.10.45","DNS","224"
"335926","Standard query 0x9132 A p13n.adobe.io","108.268107","fe80::4d93:5845:e542:e5f8","fec0:0:0:ffff::1","DNS","93"
"335927","Destination Unreachable (Beyond scope of source address)","108.268107","fe80::c2ea:e4ff:fe1b:3a38","fe80::4d93:5845:e542:e5f8","ICMPv6","134"
"337501","Standard query 0x42ab PTR b._dns-sd._udp.0.10.10.10.in-addr.arpa","111.536346","10.10.10.88","9.9.9.9","DNS","98"
"337502","Standard query 0x3fc8 PTR db._dns-sd._udp.0.10.10.10.in-addr.arpa","111.536346","10.10.10.88","9.9.9.9","DNS","99"
"337503","Standard query 0x9f12 PTR lb._dns-sd._udp.0.10.10.10.in-addr.arpa","111.536346","10.10.10.88","9.9.9.9","DNS","99"
"337557","Standard query response 0x42ab No such name PTR b._dns-sd._udp.0.10.10.10.in-addr.arpa SOA prisoner.iana.org","111.548745","9.9.9.9","10.10.10.88","DNS","175"
"337558","Standard query response 0x3fc8 No such name PTR db._dns-sd._udp.0.10.10.10.in-addr.arpa SOA prisoner.iana.org","111.548745","9.9.9.9","10.10.10.88","DNS","176"
"337560","Standard query response 0x9f12 No such name PTR lb._dns-sd._udp.0.10.10.10.in-addr.arpa SOA localhost","111.550070","9.9.9.9","10.10.10.88","DNS","158"
"337612","Standard query 0xc23a A dns.quad9.net","111.564168","10.10.10.88","9.9.9.9","DNS","73"
"337681","Standard query response 0xc23a A dns.quad9.net A 149.112.112.112 A 9.9.9.9","111.576055","9.9.9.9","10.10.10.88","DNS","105"
"337965","Standard query 0x9897 A mobile.events.data.microsoft.com","111.913605","10.10.10.129","9.9.9.9","DNS","92"
"337971","Standard query response 0x9897 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdeus10.eastus.cloudapp.azure.com A 52.168.117.169","111.923561","9.9.9.9","10.10.10.129","DNS","212"
"338306","Standard query 0x8fd9 A settings-win.data.microsoft.com","112.336388","10.10.10.32","9.9.9.9","DNS","91"
"338358","Standard query response 0x8fd9 A settings-win.data.microsoft.com CNAME atm-settingsfe-prod-geo2.trafficmanager.net CNAME settings-prod-scus-1.southcentralus.cloudapp.azure.com A 52.185.211.133","112.347921","9.9.9.9","10.10.10.32","DNS","229"
"338714","Standard query 0x6362 A www.msftconnecttest.com","112.780241","10.10.10.45","9.9.9.9","DNS","83"
"338724","Standard query response 0x6362 A www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net A 23.64.121.50 A 23.64.121.27","112.791134","9.9.9.9","10.10.10.45","DNS","227"
"340373","Standard query 0x01f8 A mobile.events.data.microsoft.com","114.461987","10.10.10.129","9.9.9.9","DNS","92"
"340386","Standard query response 0x01f8 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus14.centralus.cloudapp.azure.com A 104.208.16.90","114.472332","9.9.9.9","10.10.10.129","DNS","215"
"347576","Standard query 0x6f26 A wpad.sisad.local","119.365658","10.10.10.9","9.9.9.9","DNS","76"
"347577","Standard query response 0x6f26 No such name A wpad.sisad.local SOA a.root-servers.net","119.377890","9.9.9.9","10.10.10.9","DNS","151"
"347578","Standard query 0x8ec3 A endpointgw.aether.usa.pandasecurity.com","119.387063","10.10.10.9","9.9.9.9","DNS","99"
"347590","Standard query response 0x8ec3 A endpointgw.aether.usa.pandasecurity.com A 13.64.237.215","119.403172","9.9.9.9","10.10.10.9","DNS","115"
"348115","Standard query 0xcc9e A login.microsoftonline.com","120.066460","10.10.10.118","9.9.9.9","DNS","85"
"348116","Standard query response 0xcc9e A login.microsoftonline.com CNAME login.mso.msidentity.com CNAME ak.privatelink.msidentity.com CNAME www.tm.ak.prd.aadg.akadns.net A 20.190.155.66 A 20.190.155.16 A 20.190.155.3 A 20.190.155.131 A 20.190.155.130 A 20.190.155.65 A 40.126.27.128 A 20.190.155.1","120.078215","9.9.9.9","10.10.10.118","DNS","320"
"349876","Standard query 0xb4b4 A chrome.cloudflare-dns.com","121.809565","10.10.10.182","9.9.9.9","DNS","85"
"349877","Standard query 0xa51a HTTPS chrome.cloudflare-dns.com","121.809565","10.10.10.182","9.9.9.9","DNS","85"
"349880","Standard query response 0xb4b4 A chrome.cloudflare-dns.com A 162.159.61.3 A 172.64.41.3","121.821424","9.9.9.9","10.10.10.182","DNS","117"
"349881","Standard query response 0xa51a HTTPS chrome.cloudflare-dns.com HTTPS","121.821424","9.9.9.9","10.10.10.182","DNS","158"
"350039","Standard query 0xac9f A dns.google","121.973180","10.10.10.37","8.8.8.8","DNS","70"
"350040","Standard query 0xfc5a HTTPS dns.google","121.973180","10.10.10.37","8.8.8.8","DNS","70"
"350041","Standard query response 0xac9f A dns.google A 8.8.4.4 A 8.8.8.8","121.988142","8.8.8.8","10.10.10.37","DNS","102"
"350044","Standard query response 0xfc5a HTTPS dns.google SOA ns1.zdns.google","121.994675","8.8.8.8","10.10.10.37","DNS","146"
"351162","Standard query 0x3f7f A connectivitycheck.gstatic.com","123.850839","10.10.10.100","9.9.9.9","DNS","89"
"351163","Standard query 0xbe91 A www.google.com","123.852217","10.10.10.100","9.9.9.9","DNS","74"
"351175","Standard query response 0x3f7f A connectivitycheck.gstatic.com A 192.178.52.227","123.861668","9.9.9.9","10.10.10.100","DNS","105"
"351181","Standard query response 0xbe91 A www.google.com A 172.217.4.164","123.863651","9.9.9.9","10.10.10.100","DNS","90"
"351261","Standard query 0x952d A mtalk.google.com","123.924121","10.10.10.100","9.9.9.9","DNS","76"
"351268","Standard query 0x4498 A mqtt-mini.facebook.com","123.932813","10.10.10.100","9.9.9.9","DNS","82"
"351271","Standard query response 0x952d A mtalk.google.com CNAME mobile-gtalk.l.google.com A 142.250.113.188","123.935263","9.9.9.9","10.10.10.100","DNS","121"
"351280","Standard query response 0x4498 A mqtt-mini.facebook.com CNAME mqtt-mini.c10r.facebook.com A 157.240.25.34","123.944219","9.9.9.9","10.10.10.100","DNS","127"
"351315","Standard query 0xda26 AAAA 59aWMt-dnsotls-ds.metric.gstatic.com","124.018161","10.10.10.100","8.8.8.8","DNS","96"
"351401","Standard query response 0xda26 AAAA 59aWMt-dnsotls-ds.metric.gstatic.com AAAA 2607:f8b0:4012:809::2003","124.062200","8.8.8.8","10.10.10.100","DNS","124"
"351467","Standard query 0x229f AAAA xpmA\\0005-dnsotls-ds.metric.gstatic.com","124.110416","10.10.10.100","9.9.9.9","DNS","96"
"351703","Standard query 0x6c61 A www.google.com","124.366130","10.10.10.100","9.9.9.9","DNS","74"
"351704","Standard query response 0x229f AAAA xpmA\\0005-dnsotls-ds.metric.gstatic.com AAAA 2607:f8b0:4012:800::2003","124.367383","9.9.9.9","10.10.10.100","DNS","124"
"351706","Standard query 0xede3 A www.google.com","124.367383","10.10.10.100","8.8.8.8","DNS","74"
"351714","Standard query 0xa95f A www.google.com","124.374717","10.10.10.100","1.1.1.1","DNS","74"
"351717","Standard query response 0x6c61 A www.google.com A 172.217.4.164","124.378554","9.9.9.9","10.10.10.100","DNS","90"
"351733","Standard query response 0xede3 A www.google.com A 192.178.56.36","124.413326","8.8.8.8","10.10.10.100","DNS","90"
"351734","Standard query response 0xa95f A www.google.com A 142.250.68.36","124.420838","1.1.1.1","10.10.10.100","DNS","90"
"351772","Standard query 0x40a1 A login.microsoftonline.com","124.484150","10.10.10.182","9.9.9.9","DNS","85"
"351820","Standard query response 0x40a1 A login.microsoftonline.com CNAME login.mso.msidentity.com CNAME ak.privatelink.msidentity.com CNAME www.tm.ak.prd.aadg.akadns.net A 20.190.155.66 A 20.190.155.16 A 20.190.155.3 A 20.190.155.131 A 20.190.155.130 A 20.190.155.65 A 40.126.27.128 A 20.190.155.1","124.495061","9.9.9.9","10.10.10.182","DNS","320"
"351840","Standard query 0x89f4 AAAA 64zsNT-dnsotls-ds.metric.gstatic.com","124.539694","10.10.10.100","1.1.1.1","DNS","96"
"351930","Standard query response 0x89f4 AAAA 64zsNT-dnsotls-ds.metric.gstatic.com AAAA 2607:f8b0:4007:814::2003","124.619630","1.1.1.1","10.10.10.100","DNS","124"
"352747","Standard query 0x9f97 A www.google.com","125.518057","10.10.10.100","9.9.9.9","DNS","74"
"352761","Standard query 0x88bb A www.google.com","125.522269","10.10.10.100","8.8.8.8","DNS","74"
"352769","Standard query response 0x9f97 A www.google.com A 172.217.4.164","125.530194","9.9.9.9","10.10.10.100","DNS","90"
"352771","Standard query response 0x88bb A www.google.com A 142.251.34.36","125.534577","8.8.8.8","10.10.10.100","DNS","90"
"352775","Standard query 0x2213 A www.google.com","125.573242","10.10.10.100","1.1.1.1","DNS","74"
"352846","Standard query response 0x2213 A www.google.com A 172.217.12.132","125.618853","1.1.1.1","10.10.10.100","DNS","90"
"353080","Standard query 0x3152 PTR lb._dns-sd._udp.0.10.10.10.in-addr.arpa","125.935956","10.10.10.82","9.9.9.9","DNS","99"
"353086","Standard query response 0x3152 No such name PTR lb._dns-sd._udp.0.10.10.10.in-addr.arpa SOA localhost","125.947982","9.9.9.9","10.10.10.82","DNS","158"
"353209","Standard query 0x42c6 A dns.quad9.net","126.014857","10.10.10.82","9.9.9.9","DNS","73"
"353220","Standard query response 0x42c6 A dns.quad9.net A 149.112.112.112 A 9.9.9.9","126.026563","9.9.9.9","10.10.10.82","DNS","105"
"353832","Standard query 0xa88a A go.microsoft.com","126.415938","10.10.10.32","9.9.9.9","DNS","76"
"353885","Standard query response 0xa88a A go.microsoft.com CNAME go.microsoft.com.edgekey.net CNAME e11290.dspg.akamaiedge.net A 96.6.110.175","126.427822","9.9.9.9","10.10.10.32","DNS","171"
"355092","Standard query 0x0002 AAAA captive.apple.com","127.452668","10.10.10.251","9.9.9.9","DNS","77"
"355101","Standard query 0xb008 A mobile.events.data.microsoft.com","127.489608","10.10.10.182","9.9.9.9","DNS","92"
"355103","Standard query response 0xb008 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprduks01.uksouth.cloudapp.azure.com A 51.104.15.252","127.500595","9.9.9.9","10.10.10.182","DNS","213"
"355177","Standard query response 0x0002 AAAA captive.apple.com CNAME captive-cidr.origin-apple.com.akadns.net CNAME captive-cdn.origin-apple.com.akadns.net CNAME captive.g.aaplimg.com AAAA 2620:149:a32:f100::216 AAAA 2620:149:a32:f100::210","127.522045","9.9.9.9","10.10.10.251","DNS","245"
"355180","Standard query 0x0003 A captive.apple.com","127.523119","10.10.10.251","9.9.9.9","DNS","77"
"355199","Standard query response 0x0003 A captive.apple.com CNAME captive-cidr.origin-apple.com.akadns.net CNAME captive-cdn.origin-apple.com.akadns.net CNAME captive.g.aaplimg.com A 17.253.127.215 A 17.253.127.216","127.535173","9.9.9.9","10.10.10.251","DNS","221"
"356043","Standard query 0xd63c A treatment.grammarly.com","128.390067","10.10.10.45","9.9.9.9","DNS","83"
"356087","Standard query response 0xd63c A treatment.grammarly.com CNAME public-treatment.prod-experimentation.grammarlyaws.com A 107.23.25.2 A 44.213.217.153 A 54.84.67.32 A 52.72.109.195 A 3.220.38.180 A 18.232.42.77 A 3.228.35.178 A 34.194.36.11","128.402080","9.9.9.9","10.10.10.45","DNS","276"
"356840","Standard query 0x972f A gates.grammarly.com","128.913408","10.10.10.45","9.9.9.9","DNS","79"
"356863","Standard query response 0x972f A gates.grammarly.com A 52.72.109.195 A 52.0.167.11 A 44.218.121.71 A 34.194.36.11 A 3.91.125.97 A 54.237.141.96 A 35.169.131.123 A 44.213.217.153","128.930383","9.9.9.9","10.10.10.45","DNS","207"
"365416","Standard query 0xa259 SRV _kerberos._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local","135.167167","10.10.10.9","9.9.9.9","DNS","127"
"365422","Standard query response 0xa259 No such name SRV _kerberos._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local SOA a.root-servers.net","135.178786","9.9.9.9","10.10.10.9","DNS","202"
"365423","Standard query 0x13b0 SRV _kerberos._tcp.dc._msdcs.sisad.local","135.182724","10.10.10.9","9.9.9.9","DNS","96"
"365437","Standard query response 0x13b0 No such name SRV _kerberos._tcp.dc._msdcs.sisad.local SOA a.root-servers.net","135.194271","9.9.9.9","10.10.10.9","DNS","171"
"365438","Standard query 0xccee SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local","135.197698","10.10.10.9","9.9.9.9","DNS","123"
"365444","Standard query response 0xccee No such name SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local SOA a.root-servers.net","135.208905","9.9.9.9","10.10.10.9","DNS","198"
"365468","Standard query 0x5a5e SRV _ldap._tcp.dc._msdcs.sisad.local","135.237468","10.10.10.9","9.9.9.9","DNS","92"
"365476","Standard query response 0x5a5e No such name SRV _ldap._tcp.dc._msdcs.sisad.local SOA a.root-servers.net","135.247816","9.9.9.9","10.10.10.9","DNS","167"
"365481","Standard query 0x8425 SRV _ldap._tcp.4391ced9-6c97-46c7-b1c7-b5acd3642000.domains._msdcs.sisad.local","135.259468","10.10.10.9","9.9.9.9","DNS","134"
"365491","Standard query response 0x8425 No such name SRV _ldap._tcp.4391ced9-6c97-46c7-b1c7-b5acd3642000.domains._msdcs.sisad.local SOA a.root-servers.net","135.270164","9.9.9.9","10.10.10.9","DNS","209"
"366215","Standard query 0x3326 A nimbus-nvi.bromium-online.com","135.668927","10.10.10.9","9.9.9.9","DNS","89"
"366379","Standard query response 0x3326 A nimbus-nvi.bromium-online.com A 104.18.37.50 A 172.64.150.206","135.688828","9.9.9.9","10.10.10.9","DNS","121"
"369925","Standard query 0xeae0 A dns.google","140.293525","10.10.10.37","9.9.9.9","DNS","70"
"369926","Standard query 0xc7c2 HTTPS dns.google","140.293525","10.10.10.37","9.9.9.9","DNS","70"
"369930","Standard query response 0xeae0 A dns.google A 8.8.4.4 A 8.8.8.8","140.305131","9.9.9.9","10.10.10.37","DNS","102"
"369931","Standard query response 0xc7c2 HTTPS dns.google SOA ns1.zdns.google","140.305131","9.9.9.9","10.10.10.37","DNS","146"
"371912","Standard query 0xdacb A www.google.com","142.907037","10.10.10.42","9.9.9.9","DNS","74"
"371935","Standard query response 0xdacb A www.google.com A 172.217.4.164","142.918157","9.9.9.9","10.10.10.42","DNS","90"
"372022","Standard query 0x2553 A www.google.com","142.961814","10.10.10.42","8.8.8.8","DNS","74"
"372024","Standard query response 0x2553 A www.google.com A 192.178.57.4","142.975345","8.8.8.8","10.10.10.42","DNS","90"
"372026","Standard query 0xb277 A go.microsoft.com","142.992156","10.10.10.32","9.9.9.9","DNS","76"
"372032","Standard query response 0xb277 A go.microsoft.com CNAME go.microsoft.com.edgekey.net CNAME e11290.dspg.akamaiedge.net A 96.6.110.175","143.003119","9.9.9.9","10.10.10.32","DNS","171"
"372034","Standard query 0x92a5 A www.google.com","143.003119","10.10.10.42","1.1.1.1","DNS","74"
"372068","Standard query response 0x92a5 A www.google.com A 142.250.72.132","143.049051","1.1.1.1","10.10.10.42","DNS","90"
"372451","Standard query 0xbe84 A word-telemetry.officeapps.live.com","143.321688","10.10.10.9","9.9.9.9","DNS","106"
"372457","Standard query 0xc944 HTTPS word-telemetry.officeapps.live.com","143.330266","10.10.10.9","9.9.9.9","DNS","106"
"372460","Standard query 0x1211 A usc-word-edit.officeapps.live.com","143.330266","10.10.10.9","9.9.9.9","DNS","105"
"372466","Standard query response 0xbe84 A word-telemetry.officeapps.live.com CNAME word-telemetry.wac.trafficmanager.net CNAME pgtus3-word-telemetry-vip.officeapps.live.com A 52.108.186.5","143.333945","9.9.9.9","10.10.10.9","DNS","215"
"372469","Standard query 0xf45f HTTPS usc-word-edit.officeapps.live.com","143.335976","10.10.10.9","9.9.9.9","DNS","105"
"372475","Standard query response 0x1211 A usc-word-edit.officeapps.live.com CNAME usc-word-edit.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net CNAME wac-0003.wac-msedge.net A 52.108.9.12 A 52.108.8.12","143.342267","9.9.9.9","10.10.10.9","DNS","254"
"372481","Standard query response 0xf45f HTTPS usc-word-edit.officeapps.live.com CNAME usc-word-edit.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net CNAME wac-0003.wac-msedge.net SOA ns1.wac-msedge.net","143.347025","9.9.9.9","10.10.10.9","DNS","279"
"372494","Standard query 0xa84c A bgappservices.microsoft.com","143.380124","10.10.10.32","9.9.9.9","DNS","87"
"372690","Standard query response 0xa84c A bgappservices.microsoft.com CNAME bgappservicestm.trafficmanager.net CNAME bgappservices1.azurewebsites.net CNAME waws-prod-dm1-071.sip.azurewebsites.windows.net CNAME waws-prod-dm1-071.centralus.cloudapp.azure.com A 52.173.134.115","143.497092","9.9.9.9","10.10.10.32","DNS","309"
"373229","Standard query 0xe034 A word-telemetry.officeapps.live.com","143.999928","10.10.10.9","9.9.9.9","DNS","106"
"373232","Standard query 0x43ce HTTPS word-telemetry.officeapps.live.com","144.003055","10.10.10.9","9.9.9.9","DNS","106"
"373239","Standard query 0x00f2 A usc-word-edit.officeapps.live.com","144.010615","10.10.10.9","9.9.9.9","DNS","105"
"373241","Standard query 0x9317 HTTPS usc-word-edit.officeapps.live.com","144.010615","10.10.10.9","9.9.9.9","DNS","105"
"373244","Standard query response 0xe034 A word-telemetry.officeapps.live.com CNAME word-telemetry.wac.trafficmanager.net CNAME pgtus3-word-telemetry-vip.officeapps.live.com A 52.108.186.5","144.011967","9.9.9.9","10.10.10.9","DNS","215"
"373248","Standard query response 0x43ce HTTPS word-telemetry.officeapps.live.com CNAME word-telemetry.wac.trafficmanager.net CNAME pgtus1-word-telemetry-vip.officeapps.live.com SOA ph0mgt0101dc001.prdmgt01.prod.exchangelabs.com","144.013809","9.9.9.9","10.10.10.9","DNS","295"
"373285","Standard query response 0x00f2 A usc-word-edit.officeapps.live.com CNAME usc-word-edit.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net CNAME wac-0003.wac-msedge.net A 52.108.9.12 A 52.108.8.12","144.022837","9.9.9.9","10.10.10.9","DNS","254"
"373303","Standard query response 0x9317 HTTPS usc-word-edit.officeapps.live.com CNAME usc-word-edit.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net CNAME wac-0003.wac-msedge.net SOA ns1.wac-msedge.net","144.024982","9.9.9.9","10.10.10.9","DNS","279"
"373442","Standard query 0x1863 HTTPS usc-collabrtc.officeapps.live.com","144.068375","10.10.10.9","9.9.9.9","DNS","105"
"373443","Standard query 0xf488 A usc-collabrtc.officeapps.live.com","144.068375","10.10.10.9","9.9.9.9","DNS","105"
"373476","Standard query response 0xf488 A usc-collabrtc.officeapps.live.com CNAME usc-collabrtc.rtc.trafficmanager.net.b-0016.b-msedge.net CNAME b-0016.b-msedge.net A 13.107.6.171","144.079983","9.9.9.9","10.10.10.9","DNS","207"
"373477","Standard query response 0x1863 HTTPS usc-collabrtc.officeapps.live.com CNAME usc-collabrtc.rtc.trafficmanager.net.b-0016.b-msedge.net CNAME b-0016.b-msedge.net SOA ns1.b-msedge.net","144.081359","9.9.9.9","10.10.10.9","DNS","248"
"373518","Standard query 0x8f86 A ecs.office.com","144.133813","10.10.10.9","9.9.9.9","DNS","86"
"373520","Standard query 0x121a HTTPS ecs.office.com","144.133813","10.10.10.9","9.9.9.9","DNS","86"
"373544","Standard query response 0x8f86 A ecs.office.com CNAME ecs.office.trafficmanager.net CNAME s-0005-office.config.skype.com CNAME ecs-office.s-0005.s-msedge.net CNAME s-0005.s-msedge.net A 52.113.194.132","144.144306","9.9.9.9","10.10.10.9","DNS","243"
"373550","Standard query response 0x121a HTTPS ecs.office.com CNAME ecs.office.trafficmanager.net CNAME s-0005-office.config.skype.com CNAME ecs-office.s-0005.s-msedge.net CNAME s-0005.s-msedge.net SOA ns1.s-msedge.net","144.146735","9.9.9.9","10.10.10.9","DNS","284"
"373628","Standard query 0x2317 A login.microsoftonline.com","144.163676","10.10.10.9","9.9.9.9","DNS","97"
"373631","Standard query 0x9085 HTTPS login.microsoftonline.com","144.163676","10.10.10.9","9.9.9.9","DNS","97"
"373646","Standard query response 0x9085 HTTPS login.microsoftonline.com CNAME login.mso.msidentity.com CNAME ak.privatelink.msidentity.com CNAME www.tm.ak.prd.aadg.trafficmanager.net SOA tm1.dns-tm.com","144.174843","9.9.9.9","10.10.10.9","DNS","272"
"373647","Standard query response 0x2317 A login.microsoftonline.com CNAME login.mso.msidentity.com CNAME ak.privatelink.msidentity.com CNAME www.tm.ak.prd.aadg.trafficmanager.net A 20.190.155.65 A 20.190.155.130 A 20.190.155.132 A 40.126.27.128 A 20.190.155.16 A 20.190.155.67 A 20.190.155.131 A 20.190.155.2","144.174843","9.9.9.9","10.10.10.9","DNS","342"
"373951","Standard query 0x1640 HTTPS wordonline.nel.measure.office.net","144.299470","10.10.10.9","9.9.9.9","DNS","105"
"373955","Standard query 0x7f0b A wordonline.nel.measure.office.net","144.299470","10.10.10.9","9.9.9.9","DNS","105"
"373974","Standard query response 0x7f0b A wordonline.nel.measure.office.net CNAME nel.measure.office.net.edgesuite.net CNAME a1894.dscb.akamai.net A 23.200.36.200 A 23.200.36.203","144.312527","9.9.9.9","10.10.10.9","DNS","218"
"373975","Standard query response 0x1640 HTTPS wordonline.nel.measure.office.net CNAME nel.measure.office.net.edgesuite.net CNAME a1894.dscb.akamai.net SOA n0dscb.akamai.net","144.312527","9.9.9.9","10.10.10.9","DNS","250"
"374795","Standard query 0x1d3a A chrome.cloudflare-dns.com","144.837788","10.10.10.182","9.9.9.9","DNS","85"
"374796","Standard query 0xe862 HTTPS chrome.cloudflare-dns.com","144.837788","10.10.10.182","9.9.9.9","DNS","85"
"374844","Standard query response 0x1d3a A chrome.cloudflare-dns.com A 162.159.61.3 A 172.64.41.3","144.848721","9.9.9.9","10.10.10.182","DNS","117"
"374847","Standard query response 0xe862 HTTPS chrome.cloudflare-dns.com HTTPS","144.848721","9.9.9.9","10.10.10.182","DNS","158"
"375064","Standard query 0x8a0c A dns.google","145.020326","10.10.10.129","9.9.9.9","DNS","70"
"375065","Standard query 0x5c36 HTTPS dns.google","145.020326","10.10.10.129","9.9.9.9","DNS","70"
"375083","Standard query response 0x8a0c A dns.google A 8.8.4.4 A 8.8.8.8","145.030981","9.9.9.9","10.10.10.129","DNS","102"
