"No.","Info","Time","Source","Destination","Protocol","Length"
"101787","Standard query response 0x0269 AAAA d1ykf07e75w7ss.cloudfront.net SOA ns-793.awsdns-35.net","64.940086","9.9.9.9","10.10.10.129","DNS","170"
"102700","Standard query 0xaad7 AAAA telemetry-incoming.r53-2.services.mozilla.com","65.196253","10.10.10.129","9.9.9.9","DNS","105"
"102758","Standard query response 0xaad7 AAAA telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org","65.207655","9.9.9.9","10.10.10.129","DNS","187"
"103468","Standard query 0xad13 A widget.intercom.io","65.520150","10.10.10.129","9.9.9.9","DNS","78"
"103502","Standard query response 0xad13 A widget.intercom.io A 108.156.224.113 A 108.156.224.21 A 108.156.224.65 A 108.156.224.12","65.532097","9.9.9.9","10.10.10.129","DNS","142"
"103504","Standard query 0x8b19 A ab.chatgpt.com","65.533581","10.10.10.129","9.9.9.9","DNS","74"
"103505","Standard query 0x4346 A widget.intercom.io","65.535892","10.10.10.129","9.9.9.9","DNS","78"
"103528","Standard query response 0x8b19 A ab.chatgpt.com A 172.64.155.141 A 104.18.32.115","65.545353","9.9.9.9","10.10.10.129","DNS","106"
"103533","Standard query response 0x4346 A widget.intercom.io A 108.156.224.113 A 108.156.224.21 A 108.156.224.65 A 108.156.224.12","65.546718","9.9.9.9","10.10.10.129","DNS","142"
"103536","Standard query 0x83d6 A ab.chatgpt.com","65.546718","10.10.10.129","9.9.9.9","DNS","74"
"103552","Standard query 0xc4cf AAAA widget.intercom.io","65.549966","10.10.10.129","9.9.9.9","DNS","78"
"103563","Standard query 0xcc64 A hotapi22-normal-useast1a.tiktokv.com","65.552081","10.10.10.152","1.1.1.1","DNS","96"
"103608","Standard query response 0x83d6 A ab.chatgpt.com A 172.64.155.141 A 104.18.32.115","65.558079","9.9.9.9","10.10.10.129","DNS","106"
"103610","Standard query 0xc1ca AAAA ab.chatgpt.com","65.558936","10.10.10.129","9.9.9.9","DNS","74"
"103623","Standard query response 0xc4cf AAAA widget.intercom.io SOA ns-97.awsdns-12.com","65.560391","9.9.9.9","10.10.10.129","DNS","158"
"103665","Standard query response 0xc1ca AAAA ab.chatgpt.com AAAA 2606:4700:4400::ac40:9b8d AAAA 2606:4700:4400::6812:2073","65.576432","9.9.9.9","10.10.10.129","DNS","130"
"103715","Standard query response 0xcc64 A hotapi22-normal-useast1a.tiktokv.com CNAME direct-tmp.quic-mix-proxy-useast4-v3.useast4.byteglb.com A 34.102.147.19","65.599943","1.1.1.1","10.10.10.152","DNS","179"
"103718","Standard query 0xa579 A ocsp.r2m03.amazontrust.com","65.602467","10.10.10.129","9.9.9.9","DNS","86"
"103882","Standard query response 0xa579 A ocsp.r2m03.amazontrust.com A 18.245.131.217","65.674567","9.9.9.9","10.10.10.129","DNS","102"
"103947","Standard query 0xa579 A ocsp.r2m03.amazontrust.com","65.695129","10.10.10.129","8.8.8.8","DNS","86"
"103949","Standard query 0xe8c2 A ocsp.r2m03.amazontrust.com","65.695129","10.10.10.129","9.9.9.9","DNS","86"
"103958","Standard query response 0xe8c2 A ocsp.r2m03.amazontrust.com A 18.245.131.217","65.706697","9.9.9.9","10.10.10.129","DNS","102"
"104059","Standard query response 0xa579 A ocsp.r2m03.amazontrust.com A 13.226.223.188","65.737588","8.8.8.8","10.10.10.129","DNS","102"
"104448","Standard query 0xfbb1 A ocsp.r2m02.amazontrust.com","65.909473","10.10.10.129","9.9.9.9","DNS","86"
"104462","Standard query response 0xfbb1 A ocsp.r2m02.amazontrust.com A 18.245.131.217","65.925910","9.9.9.9","10.10.10.129","DNS","102"
"104464","Standard query 0xd997 A ocsp.r2m02.amazontrust.com","65.928049","10.10.10.129","9.9.9.9","DNS","86"
"104512","Standard query response 0xd997 A ocsp.r2m02.amazontrust.com A 18.245.131.217","65.939694","9.9.9.9","10.10.10.129","DNS","102"
"104521","Standard query 0xb55e AAAA ocsp.r2m02.amazontrust.com","65.942048","10.10.10.129","9.9.9.9","DNS","86"
"104528","Standard query response 0xb55e AAAA ocsp.r2m02.amazontrust.com SOA ns-612.awsdns-12.net","65.953153","9.9.9.9","10.10.10.129","DNS","167"
"104535","Standard query 0x5622 A api-iam.intercom.io","65.963414","10.10.10.129","9.9.9.9","DNS","79"
"104549","Standard query response 0x5622 A api-iam.intercom.io A 54.161.53.236 A 54.85.116.57 A 52.55.207.72 A 3.227.138.213 A 52.71.85.52 A 100.25.56.249 A 23.23.220.69 A 35.169.214.233","65.975502","9.9.9.9","10.10.10.129","DNS","207"
"104584","Standard query 0x54d6 A api-iam.intercom.io","65.982937","10.10.10.129","9.9.9.9","DNS","79"
"104586","Standard query response 0x54d6 A api-iam.intercom.io A 54.161.53.236 A 54.85.116.57 A 52.55.207.72 A 3.227.138.213 A 52.71.85.52 A 100.25.56.249 A 23.23.220.69 A 35.169.214.233","65.993971","9.9.9.9","10.10.10.129","DNS","207"
"104587","Standard query 0x95c6 AAAA api-iam.intercom.io","65.995919","10.10.10.129","9.9.9.9","DNS","79"
"104588","Standard query response 0x95c6 AAAA api-iam.intercom.io SOA ns-97.awsdns-12.com","66.006665","9.9.9.9","10.10.10.129","DNS","159"
"104590","Standard query 0xcda5 A www.google.com.mx","66.009553","10.10.10.129","9.9.9.9","DNS","77"
"104602","Standard query response 0xcda5 A www.google.com.mx A 192.178.52.131","66.020483","9.9.9.9","10.10.10.129","DNS","93"
"104604","Standard query 0x538d A www.google.com.mx","66.021681","10.10.10.129","9.9.9.9","DNS","77"
"104624","Standard query response 0x538d A www.google.com.mx A 192.178.52.131","66.033105","9.9.9.9","10.10.10.129","DNS","93"
"104630","Standard query 0x3ba6 AAAA www.google.com.mx","66.034998","10.10.10.129","9.9.9.9","DNS","77"
"104638","Standard query response 0x3ba6 AAAA www.google.com.mx AAAA 2607:f8b0:4012:82a::2003","66.045921","9.9.9.9","10.10.10.129","DNS","105"
"104712","Standard query 0x069e A ocsp.pki.goog","66.085164","10.10.10.129","9.9.9.9","DNS","73"
"104720","Standard query 0xa8ec AAAA mmx-ds.cdn.whatsapp.net","66.092032","10.10.10.129","9.9.9.9","DNS","83"
"104722","Standard query response 0x069e A ocsp.pki.goog CNAME pki-goog.l.google.com A 142.251.34.3","66.096126","9.9.9.9","10.10.10.129","DNS","124"
"104723","Standard query 0x179d A pki-goog.l.google.com","66.097620","10.10.10.129","9.9.9.9","DNS","81"
"104741","Standard query response 0xa8ec AAAA mmx-ds.cdn.whatsapp.net AAAA 2a03:2880:f235:1cd:face:b00c:0:167","66.104734","9.9.9.9","10.10.10.129","DNS","111"
"104748","Standard query response 0x179d A pki-goog.l.google.com A 142.251.34.3","66.108688","9.9.9.9","10.10.10.129","DNS","97"
"104753","Standard query 0x0d49 A www.google.com","66.127588","10.10.10.129","9.9.9.9","DNS","74"
"104759","Standard query 0xd1cd A assets.msn.com","66.136556","10.10.10.118","9.9.9.9","DNS","74"
"104762","Standard query response 0x0d49 A www.google.com A 172.217.2.132","66.139720","9.9.9.9","10.10.10.129","DNS","90"
"104763","Standard query 0x4a2c A www.google.com","66.141231","10.10.10.129","9.9.9.9","DNS","74"
"104824","Standard query response 0xd1cd A assets.msn.com CNAME assets.msn.com.edgekey.net CNAME e28578.d.akamaiedge.net A 23.223.242.19 A 23.223.242.24 A 23.223.242.8","66.150918","9.9.9.9","10.10.10.118","DNS","196"
"104826","Standard query response 0x4a2c A www.google.com A 172.217.2.132","66.152109","9.9.9.9","10.10.10.129","DNS","90"
"104831","Standard query 0x95f3 AAAA www.google.com","66.153718","10.10.10.129","9.9.9.9","DNS","74"
"104849","Standard query response 0x95f3 AAAA www.google.com AAAA 2607:f8b0:4012:81f::2004","66.164813","9.9.9.9","10.10.10.129","DNS","102"
"104937","Standard query 0xe581 AAAA fp2e7a.wpc.phicdn.net","66.193661","10.10.10.129","9.9.9.9","DNS","81"
"104961","Standard query response 0xe581 AAAA fp2e7a.wpc.phicdn.net SOA ns1.phicdn.net","66.204229","9.9.9.9","10.10.10.129","DNS","137"
"104962","Standard query 0x362d A pki-goog.l.google.com","66.204229","10.10.10.129","9.9.9.9","DNS","81"
"104971","Standard query response 0x362d A pki-goog.l.google.com A 192.178.52.131","66.215850","9.9.9.9","10.10.10.129","DNS","97"
"105278","Standard query 0xd0fa A encrypted-tbn0.gstatic.com","66.331223","10.10.10.129","9.9.9.9","DNS","86"
"105295","Standard query response 0xd0fa A encrypted-tbn0.gstatic.com A 192.178.56.238","66.342500","9.9.9.9","10.10.10.129","DNS","102"
"105296","Standard query 0x0be9 A encrypted-tbn0.gstatic.com","66.343965","10.10.10.129","9.9.9.9","DNS","86"
"105306","Standard query response 0x0be9 A encrypted-tbn0.gstatic.com A 192.178.56.238","66.355005","9.9.9.9","10.10.10.129","DNS","102"
"105309","Standard query 0x3733 AAAA encrypted-tbn0.gstatic.com","66.356460","10.10.10.129","9.9.9.9","DNS","86"
"105365","Standard query response 0x3733 AAAA encrypted-tbn0.gstatic.com AAAA 2607:f8b0:4012:81f::200e","66.367454","9.9.9.9","10.10.10.129","DNS","114"
"105815","Standard query 0x3ad2 A media-qro1-2.cdn.whatsapp.net","66.529117","10.10.10.129","9.9.9.9","DNS","89"
"105816","Standard query 0xe6cb A media-qro1-1.cdn.whatsapp.net","66.529117","10.10.10.129","9.9.9.9","DNS","89"
"105817","Standard query 0x158b A static.whatsapp.net","66.529117","10.10.10.129","9.9.9.9","DNS","79"
"105818","Standard query 0x3ed9 A media-mty2-1.cdn.whatsapp.net","66.529117","10.10.10.129","9.9.9.9","DNS","89"
"105819","Standard query 0xc92e A pps.whatsapp.net","66.529117","10.10.10.129","9.9.9.9","DNS","76"
"105837","Standard query response 0x3ad2 A media-qro1-2.cdn.whatsapp.net A 157.240.25.60","66.540355","9.9.9.9","10.10.10.129","DNS","105"
"105842","Standard query response 0xe6cb A media-qro1-1.cdn.whatsapp.net A 31.13.89.53","66.540355","9.9.9.9","10.10.10.129","DNS","105"
"105849","Standard query 0xdf9f A media-qro1-2.cdn.whatsapp.net","66.541484","10.10.10.129","9.9.9.9","DNS","89"
"105852","Standard query response 0x158b A static.whatsapp.net CNAME mmx-ds.cdn.whatsapp.net A 157.240.25.60","66.541484","9.9.9.9","10.10.10.129","DNS","120"
"105871","Standard query response 0xc92e A pps.whatsapp.net CNAME mmx-ds.cdn.whatsapp.net A 157.240.25.60","66.543716","9.9.9.9","10.10.10.129","DNS","117"
"105873","Standard query response 0x3ed9 A media-mty2-1.cdn.whatsapp.net A 157.240.244.60","66.543716","9.9.9.9","10.10.10.129","DNS","105"
"105874","Standard query 0x9f1d A media-qro1-1.cdn.whatsapp.net","66.543716","10.10.10.129","9.9.9.9","DNS","89"
"105891","Standard query 0x90a6 A media-mty2-1.cdn.whatsapp.net","66.547333","10.10.10.129","9.9.9.9","DNS","89"
"105893","Standard query response 0xdf9f A media-qro1-2.cdn.whatsapp.net A 157.240.25.60","66.553268","9.9.9.9","10.10.10.129","DNS","105"
"105894","Standard query response 0x9f1d A media-qro1-1.cdn.whatsapp.net A 31.13.89.53","66.554972","9.9.9.9","10.10.10.129","DNS","105"
"105895","Standard query 0x1cb5 AAAA media-qro1-2.cdn.whatsapp.net","66.554972","10.10.10.129","9.9.9.9","DNS","89"
"105896","Standard query 0xeca7 AAAA media-qro1-1.cdn.whatsapp.net","66.556522","10.10.10.129","9.9.9.9","DNS","89"
"105897","Standard query response 0x90a6 A media-mty2-1.cdn.whatsapp.net A 157.240.244.60","66.558165","9.9.9.9","10.10.10.129","DNS","105"
"105898","Standard query 0x3b6c AAAA media-mty2-1.cdn.whatsapp.net","66.559716","10.10.10.129","9.9.9.9","DNS","89"
"105939","Standard query response 0xeca7 AAAA media-qro1-1.cdn.whatsapp.net AAAA 2a03:2880:f235:c6:face:b00c:0:167","66.568030","9.9.9.9","10.10.10.129","DNS","117"
"105951","Standard query response 0x1cb5 AAAA media-qro1-2.cdn.whatsapp.net AAAA 2a03:2880:f235:1cd:face:b00c:0:167","66.570938","9.9.9.9","10.10.10.129","DNS","117"
"105953","Standard query response 0x3b6c AAAA media-mty2-1.cdn.whatsapp.net AAAA 2a03:2880:f271:c1:face:b00c:0:167","66.575525","9.9.9.9","10.10.10.129","DNS","117"
"106342","Standard query 0x31d5 A www.facebook.com","66.726241","10.10.10.129","9.9.9.9","DNS","76"
"106353","Standard query response 0x31d5 A www.facebook.com CNAME star-mini.c10r.facebook.com A 157.240.25.35","66.736609","9.9.9.9","10.10.10.129","DNS","121"
"106380","Standard query 0x8a8b A star-mini.c10r.facebook.com","66.740588","10.10.10.129","9.9.9.9","DNS","87"
"106441","Standard query response 0x8a8b A star-mini.c10r.facebook.com A 157.240.25.35","66.752304","9.9.9.9","10.10.10.129","DNS","103"
"106445","Standard query 0x46d5 AAAA star-mini.c10r.facebook.com","66.753804","10.10.10.129","9.9.9.9","DNS","87"
"106463","Standard query response 0x46d5 AAAA star-mini.c10r.facebook.com AAAA 2a03:2880:f135:181:face:b00c:0:25de","66.764673","9.9.9.9","10.10.10.129","DNS","115"
"109331","Standard query 0x1bf3 A lh3.googleusercontent.com","67.473256","10.10.10.129","9.9.9.9","DNS","85"
"109333","Standard query response 0x1bf3 A lh3.googleusercontent.com CNAME googlehosted.l.googleusercontent.com A 192.178.52.161","67.484334","9.9.9.9","10.10.10.129","DNS","130"
"109335","Standard query 0x9d0e A googlehosted.l.googleusercontent.com","67.485818","10.10.10.129","9.9.9.9","DNS","96"
"109339","Standard query response 0x9d0e A googlehosted.l.googleusercontent.com A 192.178.52.161","67.496743","9.9.9.9","10.10.10.129","DNS","112"
"109341","Standard query 0x7e34 AAAA googlehosted.l.googleusercontent.com","67.497917","10.10.10.129","9.9.9.9","DNS","96"
"109349","Standard query response 0x7e34 AAAA googlehosted.l.googleusercontent.com AAAA 2607:f8b0:4012:813::2001","67.509143","9.9.9.9","10.10.10.129","DNS","124"
"109380","Standard query 0x69d9 A ocsp.pki.goog","67.569638","10.10.10.129","9.9.9.9","DNS","73"
"109383","Standard query response 0x69d9 A ocsp.pki.goog CNAME pki-goog.l.google.com A 192.178.56.131","67.580875","9.9.9.9","10.10.10.129","DNS","124"
"111117","Standard query 0x5cdf A pull-flv-l1-va01.tiktokcdn.com","68.413705","10.10.10.152","1.1.1.1","DNS","90"
"111131","Standard query response 0x5cdf A pull-flv-l1-va01.tiktokcdn.com CNAME pull-flv-l1-va01.tiktokcdn.com.wsdvs.com A 138.113.29.67 A 157.185.179.218 A 138.113.29.66 A 138.113.26.28 A 157.185.176.144 A 138.113.159.37 A 138.113.24.52 A 157.185.148.103 A 157.185.178.195 A 157.185.181.2 A 157.185.157.227 A 138.113.29.71 A 157.185.161.70","68.499699","1.1.1.1","10.10.10.152","DNS","349"
"111158","Standard query 0xb1ae A pull-cmaf-f16-va01.tiktokcdn.com","68.517373","10.10.10.152","1.1.1.1","DNS","92"
"111170","Standard query response 0xb1ae A pull-cmaf-f16-va01.tiktokcdn.com CNAME pull-cmaf-f16-va01.tiktokcdn.com.akamaized.net CNAME pull-cmaf-f16-va01.tiktokcdn.com.bytegeo.akadns.net CNAME a1819.us.akamai.net A 23.72.90.87 A 23.72.90.84","68.564031","1.1.1.1","10.10.10.152","DNS","276"
"111179","Standard query 0xa0eb A pull-f5-tt03.tiktokcdn.com","68.611496","10.10.10.152","1.1.1.1","DNS","86"
"111237","Standard query response 0xa0eb A pull-f5-tt03.tiktokcdn.com CNAME pull-f5-tt03.tiktokcdn.com.c.bytefcdn-oversea.com CNAME pull-fcdn-base3.s.bytefcdn-oversea.com A 98.98.70.40 A 98.98.70.43 A 98.98.70.44 A 98.98.70.54 A 98.98.70.48 A 98.98.70.39 A 98.98.70.38 A 98.98.70.51 A 98.98.70.60 A 98.98.66.54 A 98.98.70.57 A 98.98.70.47","68.697342","1.1.1.1","10.10.10.152","DNS","370"
"111302","Standard query 0xdcbc A pull-o5-va01.tiktokcdn.com","68.824619","10.10.10.152","1.1.1.1","DNS","86"
"111347","Standard query 0xb3c1 AAAA star-mini.c10r.facebook.com","68.904368","10.10.10.129","9.9.9.9","DNS","87"
"111351","Standard query response 0xdcbc A pull-o5-va01.tiktokcdn.com CNAME pull-o5-va01.tiktokcdn.com.c.bytefcdn-oversea.com CNAME pull-fcdn-base1.s.bytefcdn-oversea.com A 98.98.66.56 A 98.98.70.38 A 98.98.70.40 A 98.98.66.55 A 98.98.70.44 A 98.98.70.47 A 98.98.70.48 A 98.98.70.51 A 98.98.70.53 A 98.98.70.60 A 98.98.70.57 A 98.98.70.54 A 98.98.70.43","68.909039","1.1.1.1","10.10.10.152","DNS","386"
"111354","Standard query response 0xb3c1 AAAA star-mini.c10r.facebook.com AAAA 2a03:2880:f135:181:face:b00c:0:25de","68.915947","9.9.9.9","10.10.10.129","DNS","115"
"111377","Standard query 0xeab9 A pull-flv-f64-sg01.tiktokcdn.com","69.022854","10.10.10.152","1.1.1.1","DNS","91"
"111408","Standard query response 0xeab9 A pull-flv-f64-sg01.tiktokcdn.com CNAME pull-flv-f64-sg01.tiktokcdn.com.spbycdn.com CNAME uxlive-tlive.v.spbycdn.com A 4.79.219.67 A 4.79.219.72 A 4.79.219.74","69.068745","1.1.1.1","10.10.10.152","DNS","222"
"111618","Standard query 0x6f5a A pull-w5-sg01.ttlivecdn.com","69.261473","10.10.10.152","1.1.1.1","DNS","86"
"111811","Standard query response 0x6f5a A pull-w5-sg01.ttlivecdn.com CNAME pull-w5-sg01.ttlivecdn.com.c.bytefcdn-oversea.com CNAME pull-fcdn-base2.s.bytefcdn-oversea.com A 98.98.70.43 A 98.98.70.39 A 98.98.70.54 A 98.98.70.44 A 98.98.70.40 A 98.98.70.60 A 98.98.70.38 A 98.98.66.60 A 98.98.66.57 A 98.98.70.51 A 98.98.70.57 A 98.98.70.48","69.341660","1.1.1.1","10.10.10.152","DNS","370"
"112070","Standard query 0xb75a A pull-flv-l77-tt02.eu.tiktokcdn.com","69.574062","10.10.10.152","1.1.1.1","DNS","94"
"112083","Standard query response 0xb75a A pull-flv-l77-tt02.eu.tiktokcdn.com CNAME 1598150807.rsc.cdn77.org A 143.244.51.211 A 143.244.51.34 A 143.244.51.212 A 143.244.51.232 A 143.244.51.35 A 143.244.51.213 A 143.244.51.236 A 143.244.51.38","69.620405","1.1.1.1","10.10.10.152","DNS","260"
"112085","Standard query 0x8b5f A v10.events.data.microsoft.com","69.626308","10.10.10.130","9.9.9.9","DNS","89"
"112089","Standard query response 0x8b5f A v10.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprdneu08.northeurope.cloudapp.azure.com A 20.50.80.213","69.637382","9.9.9.9","10.10.10.130","DNS","231"
"112260","Standard query 0x35eb A pull-f5-gcp01.tiktokcdn.com","69.746906","10.10.10.152","1.1.1.1","DNS","87"
"112262","Standard query 0x91f0 A jsb31-normal-useast1a.tiktokv.com","69.748242","10.10.10.152","1.1.1.1","DNS","93"
"112327","Standard query response 0x35eb A pull-f5-gcp01.tiktokcdn.com CNAME pull-f5-gcp01.tiktokcdn.com.c.bytefcdn-oversea.com CNAME pull-fcdn-base3.s.bytefcdn-oversea.com A 98.98.70.39 A 98.98.70.60 A 98.98.66.54 A 98.98.70.38 A 98.98.70.48 A 98.98.70.54 A 98.98.70.43 A 98.98.70.44 A 98.98.70.40 A 98.98.70.47 A 98.98.70.57 A 98.98.70.51","69.792990","1.1.1.1","10.10.10.152","DNS","372"
"112328","Standard query response 0x91f0 A jsb31-normal-useast1a.tiktokv.com CNAME api39-va.gts.byteoversea.net A 147.160.190.227","69.792990","1.1.1.1","10.10.10.152","DNS","151"
"112387","Standard query 0xa716 A pull-cmaf-f16-tt03.fcdn.us.tiktokcdn.com","69.802983","10.10.10.152","1.1.1.1","DNS","100"
"112467","Standard query response 0xa716 A pull-cmaf-f16-tt03.fcdn.us.tiktokcdn.com CNAME pull-cmaf-f16-tt03.fcdn.us.tiktokcdn.com.akamaized.net CNAME a1393.us.akamai.net A 23.205.155.43 A 23.205.155.27","69.890309","1.1.1.1","10.10.10.152","DNS","230"
"112514","Standard query 0x7c7c A pull-flv-f77-va01.fcdn.eu.tiktokcdn.com","69.934320","10.10.10.152","1.1.1.1","DNS","99"
"112545","Destination unreachable (Port unreachable)","69.952309","10.10.10.152","1.1.1.1","ICMP","258"
"112546","Destination unreachable (Port unreachable)","69.952309","10.10.10.152","1.1.1.1","ICMP","258"
"112559","Standard query response 0x7c7c A pull-flv-f77-va01.fcdn.eu.tiktokcdn.com CNAME 1591469546.rsc.cdn77.org A 143.244.51.236 A 143.244.51.38 A 143.244.51.232 A 143.244.51.34 A 143.244.51.36 A 143.244.51.211 A 143.244.51.35 A 143.244.51.37","69.980110","1.1.1.1","10.10.10.152","DNS","265"
"112567","Standard query 0x33d8 A pull-flv-f1-sg01.tiktokcdn.com","69.997871","10.10.10.152","1.1.1.1","DNS","90"
"112584","Standard query response 0x33d8 A pull-flv-f1-sg01.tiktokcdn.com CNAME pull-flv-f1-sg01.tiktokcdn.com.wsdvs.com A 138.113.26.17 A 138.113.26.28","70.043881","1.1.1.1","10.10.10.152","DNS","173"
"112686","Standard query 0xbaa5 A pull-o5-gcp01.tiktokcdn.com","70.166013","10.10.10.152","1.1.1.1","DNS","87"
"112762","Standard query response 0xbaa5 A pull-o5-gcp01.tiktokcdn.com CNAME pull-o5-gcp01.tiktokcdn.com.c.bytefcdn-oversea.com CNAME pull-fcdn-base3.s.bytefcdn-oversea.com A 98.98.70.44 A 98.98.70.39 A 98.98.70.47 A 98.98.70.40 A 98.98.70.60 A 98.98.66.54 A 98.98.70.48 A 98.98.70.54 A 98.98.70.43 A 98.98.70.57 A 98.98.70.38 A 98.98.70.51","70.253883","1.1.1.1","10.10.10.152","DNS","372"
"112867","Standard query 0x3093 A pull-flv-f77-tt03.tiktokcdn.com","70.374089","10.10.10.152","1.1.1.1","DNS","91"
"112946","Standard query response 0x3093 A pull-flv-f77-tt03.tiktokcdn.com CNAME 1586901842.rsc.cdn77.org A 143.244.51.212 A 143.244.51.37 A 143.244.51.35 A 143.244.51.36 A 143.244.51.34 A 143.244.51.236 A 143.244.51.213 A 143.244.51.232","70.460976","1.1.1.1","10.10.10.152","DNS","257"
"112979","Destination unreachable (Port unreachable)","70.530864","10.10.10.152","1.1.1.1","ICMP","285"
"112980","Destination unreachable (Port unreachable)","70.530864","10.10.10.152","1.1.1.1","ICMP","285"
"112981","Destination unreachable (Port unreachable)","70.530864","10.10.10.152","1.1.1.1","ICMP","285"
"112983","Destination unreachable (Port unreachable)","70.532004","10.10.10.152","1.1.1.1","ICMP","285"
"112992","Standard query 0x19f6 A pull-hls-f77-sg01.tiktokcdn.com","70.550119","10.10.10.152","1.1.1.1","DNS","91"
"113068","Standard query response 0x19f6 A pull-hls-f77-sg01.tiktokcdn.com CNAME 1971296482.rsc.cdn77.org A 84.17.61.17","70.596713","1.1.1.1","10.10.10.152","DNS","145"
"113281","Standard query 0x5540 A pull-lls-l11.tiktokcdn.com","70.837809","10.10.10.152","1.1.1.1","DNS","86"
"113303","Standard query response 0x5540 A pull-lls-l11.tiktokcdn.com CNAME overseas-webrtc.liveplay.myqcloud.com CNAME all.oswebrtc.sched.ovscdns.net A 211.152.148.34 A 211.152.148.22 A 211.152.148.19 A 211.152.148.25","70.884293","1.1.1.1","10.10.10.152","DNS","242"
"113472","Standard query 0xf79f A pull-flv-f77-sg01.fcdn.eu.tiktokcdn.com","71.035848","10.10.10.152","1.1.1.1","DNS","99"
"113586","Standard query response 0xf79f A pull-flv-f77-sg01.fcdn.eu.tiktokcdn.com CNAME 1483844406.rsc.cdn77.org A 143.244.51.212 A 143.244.51.35 A 143.244.51.36 A 143.244.51.232 A 143.244.51.34 A 143.244.51.213 A 143.244.51.211 A 143.244.51.236","71.115105","1.1.1.1","10.10.10.152","DNS","265"
"113682","Standard query 0x2479 A pull-flv-l77-sg01.eu.tiktokcdn.com","71.185973","10.10.10.152","1.1.1.1","DNS","94"
"113871","Standard query response 0x2479 A pull-flv-l77-sg01.eu.tiktokcdn.com CNAME 1787221766.rsc.cdn77.org A 143.244.51.212 A 143.244.51.37 A 143.244.51.213 A 143.244.51.36 A 143.244.51.38 A 143.244.51.34 A 143.244.51.211 A 143.244.51.35","71.264657","1.1.1.1","10.10.10.152","DNS","260"
"115265","Standard query 0x20d6 A v10.events.data.microsoft.com","72.292396","10.10.10.130","9.9.9.9","DNS","89"
"115271","Standard query response 0x20d6 A v10.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprdcus22.centralus.cloudapp.azure.com A 52.182.143.215","72.303380","9.9.9.9","10.10.10.130","DNS","229"
"115448","Standard query 0x23ae A safebrowsing.googleapis.com","72.473153","10.10.10.129","9.9.9.9","DNS","87"
"115463","Standard query response 0x23ae A safebrowsing.googleapis.com A 192.178.52.138","72.483340","9.9.9.9","10.10.10.129","DNS","103"
"115468","Standard query 0x9a18 A safebrowsing.googleapis.com","72.485125","10.10.10.129","9.9.9.9","DNS","87"
"115519","Standard query response 0x9a18 A safebrowsing.googleapis.com A 192.178.52.138","72.499144","9.9.9.9","10.10.10.129","DNS","103"
"115555","Standard query 0x4d53 AAAA safebrowsing.googleapis.com","72.502413","10.10.10.129","9.9.9.9","DNS","87"
"115609","Standard query response 0x4d53 AAAA safebrowsing.googleapis.com AAAA 2607:f8b0:4012:81e::200a","72.513817","9.9.9.9","10.10.10.129","DNS","115"
"116051","Standard query 0xaefb A media.fpbc1-1.fna.whatsapp.net","72.958171","10.10.10.129","9.9.9.9","DNS","90"
"116089","Standard query 0xd917 A play.googleapis.com","72.970772","10.10.10.128","8.8.8.8","DNS","79"
"116093","Standard query response 0xaefb A media.fpbc1-1.fna.whatsapp.net A 200.92.215.161","72.970772","9.9.9.9","10.10.10.129","DNS","106"
"116096","Standard query 0x6d9f A media.fpbc1-1.fna.whatsapp.net","72.974619","10.10.10.129","9.9.9.9","DNS","90"
"116104","Standard query response 0xd917 A play.googleapis.com A 142.250.177.10 A 172.217.15.10 A 192.178.56.10 A 192.178.56.42 A 192.178.56.74 A 192.178.56.106 A 192.178.56.138 A 192.178.56.170 A 192.178.56.202 A 192.178.56.234 A 192.178.57.10 A 192.178.57.42 A 172.217.3.138 A 142.251.34.10 A 142.251.34.42 A 142.251.218.138","72.984367","8.8.8.8","10.10.10.128","DNS","335"
"116107","Standard query response 0x6d9f A media.fpbc1-1.fna.whatsapp.net A 200.92.215.161","72.985336","9.9.9.9","10.10.10.129","DNS","106"
"116108","Standard query 0x436f AAAA media.fpbc1-1.fna.whatsapp.net","72.987908","10.10.10.129","9.9.9.9","DNS","90"
"116125","Standard query 0x13d0 AAAA fp2e7a.wpc.phicdn.net","73.018846","10.10.10.129","9.9.9.9","DNS","81"
"116138","Standard query response 0x13d0 AAAA fp2e7a.wpc.phicdn.net SOA ns1.phicdn.net","73.029851","9.9.9.9","10.10.10.129","DNS","137"
"116148","Standard query 0x436f AAAA media.fpbc1-1.fna.whatsapp.net","73.049781","10.10.10.129","8.8.8.8","DNS","90"
"116160","Standard query response 0x436f AAAA media.fpbc1-1.fna.whatsapp.net AAAA 2806:260:1001:6:face:b00c:3333:7020","73.069816","8.8.8.8","10.10.10.129","DNS","118"
"116362","Standard query response 0x436f AAAA media.fpbc1-1.fna.whatsapp.net AAAA 2806:260:1001:6:face:b00c:3333:7020","73.190909","9.9.9.9","10.10.10.129","DNS","118"
"116559","Standard query 0xcc2a AAAA connectivitycheck.gstatic.com","73.335790","10.10.10.128","1.1.1.1","DNS","89"
"116765","Standard query 0xe237 AAAA www.google.com","73.386730","10.10.10.128","1.1.1.1","DNS","74"
