No.,Info,Time,Source,Destination,Protocol,Length
58897,443  >  39414 [ACK] Seq=241329983 Ack=206207 Win=652288 Len=5472 TSval=534224008 TSecr=170004 [TCP segment of a reassembled PDU],846.960076,13.35.90.177,192.168.1.207,TCP,5538
58898,Application Data,846.960578,13.35.90.177,192.168.1.207,TLSv1.2,6906
58899,39414  >  443 [ACK] Seq=206207 Ack=241296983 Win=94720 Len=0 TSval=170006 TSecr=534224006,846.961544,192.168.1.207,13.35.90.177,TCP,70
58900,39414  >  443 [ACK] Seq=206207 Ack=241309295 Win=82560 Len=0 TSval=170006 TSecr=534224006,846.961544,192.168.1.207,13.35.90.177,TCP,70
5726,443  >  50760 [ACK] Seq=5522 Ack=582 Win=67072 Len=0 TSval=883182607 TSecr=782482861,144.095267,13.35.91.74,192.168.1.81,TCP,66
5727,Application Data,144.095269,13.35.91.74,192.168.1.81,TLSv1.3,212
5728,Client Hello (SNI=api.amazonalexa.com),144.09527,192.168.1.81,13.35.91.74,TLSv1.3,587
5729,Application Data,144.095838,192.168.1.81,13.35.91.74,TLSv1.3,644
5730,Application Data,144.096429,192.168.1.81,13.35.91.74,TLSv1.3,644
5731,443  >  50768 [ACK] Seq=5522 Ack=582 Win=67072 Len=0 TSval=2502693933 TSecr=782482863,144.096431,13.35.91.74,192.168.1.81,TCP,66
5732,Application Data,144.096432,13.35.91.74,192.168.1.81,TLSv1.3,212
5733,Application Data,144.096527,192.168.1.81,13.35.91.74,TLSv1.3,644
5734,Application Data,144.097279,192.168.1.81,13.35.91.74,TLSv1.3,644
5735,443  >  50782 [ACK] Seq=5522 Ack=582 Win=67072 Len=0 TSval=3358715375 TSecr=782482865,144.098651,13.35.91.74,192.168.1.81,TCP,66
5736,Application Data,144.098653,13.35.91.74,192.168.1.81,TLSv1.3,212
5737,"Change Cipher Spec, Application Data",144.098654,192.168.1.81,13.35.91.74,TLSv1.3,134
5738,443  >  50820 [ACK] Seq=1 Ack=518 Win=67072 Len=0 TSval=2081790438 TSecr=782482865,144.099555,13.35.91.74,192.168.1.81,TCP,66
5739,"Server Hello, Change Cipher Spec, Application Data",144.100217,13.35.91.74,192.168.1.81,TLSv1.3,2802
5740,"443  >  50820 [PSH, ACK] Seq=2737 Ack=518 Win=67072 Len=1368 TSval=2081790439 TSecr=782482865 [TCP segment of a reassembled PDU]",144.100234,13.35.91.74,192.168.1.81,TCP,1434
5741,50820  >  443 [ACK] Seq=518 Ack=1369 Win=64128 Len=0 TSval=782482871 TSecr=2081790439,144.100712,192.168.1.81,13.35.91.74,TCP,70
5742,50820  >  443 [ACK] Seq=518 Ack=4105 Win=62592 Len=0 TSval=782482871 TSecr=2081790439,144.101007,192.168.1.81,13.35.91.74,TCP,70
5743,"Application Data, Application Data, Application Data",144.10101,13.35.91.74,192.168.1.81,TLSv1.3,1483
5744,50820  >  443 [ACK] Seq=518 Ack=5522 Win=61184 Len=0 TSval=782482872 TSecr=2081790440,144.101594,192.168.1.81,13.35.91.74,TCP,70
5745,"Change Cipher Spec, Application Data",144.102018,192.168.1.81,13.35.91.74,TLSv1.3,134
5746,443  >  50784 [ACK] Seq=5522 Ack=582 Win=67072 Len=0 TSval=2113853067 TSecr=782482869,144.102294,13.35.91.74,192.168.1.81,TCP,66
5747,Application Data,144.102296,13.35.91.74,192.168.1.81,TLSv1.3,212
5748,"Change Cipher Spec, Application Data",144.103725,192.168.1.81,13.35.91.74,TLSv1.3,134
5749,Application Data,144.104224,192.168.1.81,13.35.91.74,TLSv1.3,1301
5750,Application Data,144.104673,192.168.1.81,13.35.91.74,TLSv1.3,1318
45501,50622  >  443 [ACK] Seq=678 Ack=22193 Win=75776 Len=0 TSval=63185 TSecr=2855797541,419.669789,192.168.1.207,108.138.106.90,TCP,70
45502,50622  >  443 [ACK] Seq=678 Ack=24924 Win=81280 Len=0 TSval=63185 TSecr=2855797541,419.66979,192.168.1.207,108.138.106.90,TCP,70
45503,"Application Data, Application Data, Application Data, Application Data",419.669791,192.168.1.207,108.138.106.96,TLSv1.2,323
45504,Encrypted Alert,419.67242,192.168.1.207,108.138.106.90,TLSv1.2,101
45505,443  >  48240 [ACK] Seq=4371 Ack=678 Win=68096 Len=0 TSval=4192968293 TSecr=63185,419.673938,108.138.106.96,192.168.1.207,TCP,66
45506,Application Data,419.67394,108.138.106.96,192.168.1.207,TLSv1.2,104
45507,443  >  48240 [ACK] Seq=4409 Ack=678 Win=68096 Len=10944 TSval=4192968294 TSecr=63185 [TCP segment of a reassembled PDU],419.674326,108.138.106.96,192.168.1.207,TCP,11010
45508,"443  >  48240 [PSH, ACK] Seq=15353 Ack=678 Win=68096 Len=4104 TSval=4192968294 TSecr=63185 [TCP segment of a reassembled PDU]",419.674524,108.138.106.96,192.168.1.207,TCP,4170
45509,Application Data,419.674947,108.138.106.96,192.168.1.207,TLSv1.2,12378
45510,Application Data,419.675117,108.138.106.96,192.168.1.207,TLSv1.2,1578
45511,39414  >  443 [ACK] Seq=59773 Ack=71812894 Win=253056 Len=0 TSval=63187 TSecr=533796684,419.675783,192.168.1.207,13.35.90.177,TCP,70
45512,48240  >  443 [ACK] Seq=678 Ack=5777 Win=42880 Len=0 TSval=63187 TSecr=4192968293,419.676404,192.168.1.207,108.138.106.96,TCP,70
45513,"443  >  50622 [FIN, ACK] Seq=24924 Ack=709 Win=67072 Len=0 TSval=2855797551 TSecr=63186",419.676405,108.138.106.90,192.168.1.207,TCP,66
45514,48240  >  443 [ACK] Seq=678 Ack=8513 Win=48384 Len=0 TSval=63187 TSecr=4192968294,419.67684,192.168.1.207,108.138.106.96,TCP,70
45515,48240  >  443 [ACK] Seq=678 Ack=11249 Win=53888 Len=0 TSval=63187 TSecr=4192968294,419.676841,192.168.1.207,108.138.106.96,TCP,70
45516,48240  >  443 [ACK] Seq=678 Ack=13985 Win=59392 Len=0 TSval=63187 TSecr=4192968294,419.676842,192.168.1.207,108.138.106.96,TCP,70
45517,48240  >  443 [ACK] Seq=678 Ack=16721 Win=64768 Len=0 TSval=63187 TSecr=4192968294,419.676843,192.168.1.207,108.138.106.96,TCP,70
45518,48240  >  443 [ACK] Seq=678 Ack=19457 Win=70272 Len=0 TSval=63187 TSecr=4192968294,419.677063,192.168.1.207,108.138.106.96,TCP,70
45519,48240  >  443 [ACK] Seq=678 Ack=22193 Win=75776 Len=0 TSval=63187 TSecr=4192968294,419.678193,192.168.1.207,108.138.106.96,TCP,70
45520,48240  >  443 [ACK] Seq=678 Ack=24929 Win=81280 Len=0 TSval=63187 TSecr=4192968294,419.680478,192.168.1.207,108.138.106.96,TCP,70
45521,48240  >  443 [ACK] Seq=678 Ack=27665 Win=86656 Len=0 TSval=63187 TSecr=4192968294,419.68048,192.168.1.207,108.138.106.96,TCP,70
45522,48240  >  443 [ACK] Seq=678 Ack=30401 Win=92160 Len=0 TSval=63187 TSecr=4192968294,419.680481,192.168.1.207,108.138.106.96,TCP,70
45523,48240  >  443 [ACK] Seq=678 Ack=33137 Win=97664 Len=0 TSval=63187 TSecr=4192968294,419.680481,192.168.1.207,108.138.106.96,TCP,70
45524,Encrypted Alert,419.683304,192.168.1.207,108.138.106.96,TLSv1.2,101
45525,"443  >  48240 [FIN, ACK] Seq=33281 Ack=709 Win=68096 Len=0 TSval=4192968307 TSecr=63188",419.687291,108.138.106.96,192.168.1.207,TCP,66
70951,Application Data,943.27475,13.35.90.177,192.168.1.207,TLSv1.2,12378
70952,"443  >  39414 [PSH, ACK] Seq=281478281 Ack=238639 Win=744448 Len=2736 TSval=534320323 TSecr=194083 [TCP segment of a reassembled PDU]",943.274788,13.35.90.177,192.168.1.207,TCP,2802
70953,Application Data,943.275223,13.35.90.177,192.168.1.207,TLSv1.2,12378
70954,"443  >  39414 [PSH, ACK] Seq=281493329 Ack=238639 Win=744448 Len=2736 TSval=534320324 TSecr=194083 [TCP segment of a reassembled PDU]",943.275272,13.35.90.177,192.168.1.207,TCP,2802
70955,39414  >  443 [ACK] Seq=238639 Ack=281465969 Win=57600 Len=0 TSval=194085 TSecr=534320320,943.276988,192.168.1.207,13.35.90.177,TCP,70
70956,39414  >  443 [ACK] Seq=238639 Ack=281468705 Win=78592 Len=0 TSval=194085 TSecr=534320323,943.277121,192.168.1.207,13.35.90.177,TCP,70
70957,Application Data,943.278017,13.35.90.177,192.168.1.207,TLSv1.2,9642
70958,443  >  39414 [ACK] Seq=281505641 Ack=238639 Win=744448 Len=4104 TSval=534320326 TSecr=194084 [TCP segment of a reassembled PDU],943.278055,13.35.90.177,192.168.1.207,TCP,4170
70959,"443  >  39414 [PSH, ACK] Seq=281509745 Ack=238639 Win=744448 Len=1368 TSval=534320326 TSecr=194084 [TCP segment of a reassembled PDU]",943.278445,13.35.90.177,192.168.1.207,TCP,1434
70960,39414  >  443 [ACK] Seq=238639 Ack=281496065 Win=51584 Len=0 TSval=194085 TSecr=534320323,943.279788,192.168.1.207,13.35.90.177,TCP,70
70961,Application Data,943.280962,13.35.90.177,192.168.1.207,TLSv1.2,3239
70962,39414  >  443 [ACK] Seq=238639 Ack=281498801 Win=73216 Len=0 TSval=194086 TSecr=534320326,943.28101,192.168.1.207,13.35.90.177,TCP,70
70963,39414  >  443 [ACK] Seq=238639 Ack=281511113 Win=61056 Len=0 TSval=194086 TSecr=534320326,943.282452,192.168.1.207,13.35.90.177,TCP,70
70964,Application Data,943.284031,192.168.1.207,13.35.90.177,TLSv1.2,478
70965,39414  >  443 [ACK] Seq=238639 Ack=281514286 Win=57984 Len=0 TSval=194086 TSecr=534320329,943.284034,192.168.1.207,13.35.90.177,TCP,70
70966,RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031,943.287172,Ubiquiti_26:2d:df,Spanning-tree-(for-bridges)_00,STP,60
70967,443  >  39418 [ACK] Seq=23257 Ack=8288 Win=88064 Len=0 TSval=1829933 TSecr=194086,943.287773,13.35.90.177,192.168.1.207,TCP,66
70968,[TCP Window Update] 39414  >  443 [ACK] Seq=238639 Ack=281514286 Win=129920 Len=0 TSval=194088 TSecr=534320329,943.290449,192.168.1.207,13.35.90.177,TCP,70
70969,Application Data,943.323294,13.35.90.177,192.168.1.207,TLSv1.2,990
70970,39418  >  443 [ACK] Seq=8288 Ack=24181 Win=83328 Len=0 TSval=194097 TSecr=1829968,943.325762,192.168.1.207,13.35.90.177,TCP,70
70971,[TCP Dup ACK 117#34] 80  >  55704 [ACK] Seq=1 Ack=1 Win=442 Len=0 TSval=3938803784 TSecr=1991011736,943.382033,18.197.213.150,192.168.1.9,TCP,66
70972,[TCP Dup ACK 118#34] 55704  >  80 [ACK] Seq=1 Ack=2 Win=2048 Len=0 TSval=1991026841 TSecr=3896497505,943.382036,192.168.1.9,18.197.213.150,TCP,70
70973,NOTIFY * HTTP/1.1 ,943.433256,192.168.1.207,239.255.255.250,SSDP,346
70974,NOTIFY * HTTP/1.1 ,943.433981,192.168.1.207,239.255.255.250,SSDP,355
70975,NOTIFY * HTTP/1.1 ,943.434706,192.168.1.207,239.255.255.250,SSDP,402
10826,Application Data,251.431319,13.35.90.177,192.168.1.207,TLSv1.2,6906
10827,39414  >  443 [ACK] Seq=4769 Ack=6452421 Win=3840 Len=0 TSval=21127 TSecr=533628471,251.436207,192.168.1.207,13.35.90.177,TCP,70
10828,[TCP Window Update] 39414  >  443 [ACK] Seq=4769 Ack=6452421 Win=28416 Len=0 TSval=21128 TSecr=533628471,251.438832,192.168.1.207,13.35.90.177,TCP,70
10829,"443  >  39414 [PSH, ACK] Seq=6452421 Ack=4769 Win=79872 Len=3840 TSval=533628488 TSecr=21127 [TCP segment of a reassembled PDU]",251.440319,13.35.90.177,192.168.1.207,TCP,3906
10830,39414  >  443 [ACK] Seq=4769 Ack=6455157 Win=49920 Len=0 TSval=21129 TSecr=533628488,251.442652,192.168.1.207,13.35.90.177,TCP,70
10831,"443  >  39414 [PSH, ACK] Seq=6456261 Ack=4769 Win=79872 Len=6840 TSval=533628490 TSecr=21128 [TCP segment of a reassembled PDU]",251.442655,13.35.90.177,192.168.1.207,TCP,6906
10832,Application Data,251.443081,13.35.90.177,192.168.1.207,TLSv1.2,6906
10833,"443  >  39414 [PSH, ACK] Seq=6469941 Ack=4769 Win=79872 Len=6840 TSval=533628492 TSecr=21128 [TCP segment of a reassembled PDU]",251.443942,13.35.90.177,192.168.1.207,TCP,6906
10834,443  >  39414 [ACK] Seq=6476781 Ack=4769 Win=79872 Len=456 TSval=533628492 TSecr=21128 [TCP segment of a reassembled PDU],251.444918,13.35.90.177,192.168.1.207,TCP,522
10835,"443  >  39414 [PSH, ACK] Seq=6477237 Ack=4769 Win=79872 Len=3600 TSval=533628492 TSecr=21128 [TCP segment of a reassembled PDU]",251.44492,13.35.90.177,192.168.1.207,TCP,3666
10836,39414  >  443 [ACK] Seq=4769 Ack=6469941 Win=35200 Len=0 TSval=21130 TSecr=533628488,251.44626,192.168.1.207,13.35.90.177,TCP,70
10837,Application Data,251.446262,13.35.90.177,192.168.1.207,TLSv1.2,1434
10838,443  >  39414 [ACK] Seq=6482205 Ack=4769 Win=79872 Len=1368 TSval=533628494 TSecr=21129 [TCP segment of a reassembled PDU],251.446273,13.35.90.177,192.168.1.207,TCP,1434
10839,"443  >  39414 [PSH, ACK] Seq=6483573 Ack=4769 Win=79872 Len=4104 TSval=533628494 TSecr=21129 [TCP segment of a reassembled PDU]",251.446558,13.35.90.177,192.168.1.207,TCP,4170
10840,"443  >  39414 [PSH, ACK] Seq=6487677 Ack=4769 Win=79872 Len=6840 TSval=533628494 TSecr=21129 [TCP segment of a reassembled PDU]",251.446956,13.35.90.177,192.168.1.207,TCP,6906
10841,Application Data,251.447757,13.35.90.177,192.168.1.207,TLSv1.2,5538
10842,"443  >  39414 [PSH, ACK] Seq=6499989 Ack=4769 Win=79872 Len=1368 TSval=533628495 TSecr=21129 [TCP segment of a reassembled PDU]",251.448048,13.35.90.177,192.168.1.207,TCP,1434
10843,39414  >  443 [ACK] Seq=4769 Ack=6472677 Win=56704 Len=0 TSval=21130 TSecr=533628492,251.448538,192.168.1.207,13.35.90.177,TCP,70
10844,39414  >  443 [ACK] Seq=4769 Ack=6480837 Win=48640 Len=0 TSval=21130 TSecr=533628492,251.44854,192.168.1.207,13.35.90.177,TCP,70
10845,"443  >  39414 [PSH, ACK] Seq=6501357 Ack=4769 Win=79872 Len=3784 TSval=533628498 TSecr=21130 [TCP segment of a reassembled PDU]",251.450113,13.35.90.177,192.168.1.207,TCP,3850
10846,39414  >  443 [ACK] Seq=4769 Ack=6483573 Win=68736 Len=0 TSval=21131 TSecr=533628494,251.451412,192.168.1.207,13.35.90.177,TCP,70
10847,39414  >  443 [ACK] Seq=4769 Ack=6486309 Win=90368 Len=0 TSval=21131 TSecr=533628494,251.451782,192.168.1.207,13.35.90.177,TCP,70
10848,443  >  39414 [ACK] Seq=6505141 Ack=4769 Win=79872 Len=5472 TSval=533628500 TSecr=21130 [TCP segment of a reassembled PDU],251.452497,13.35.90.177,192.168.1.207,TCP,5538
10849,"443  >  39414 [PSH, ACK] Seq=6510613 Ack=4769 Win=79872 Len=1368 TSval=533628500 TSecr=21130 [TCP segment of a reassembled PDU]",251.452797,13.35.90.177,192.168.1.207,TCP,1434
10850,Application Data,251.452983,13.35.90.177,192.168.1.207,TLSv1.2,6906
55576,Who has 192.168.1.156? Tell 192.168.1.216,472.179495,ASUSTekCOMPU_29:4c:fe,Broadcast,ARP,60
55577,"443  >  55942 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM TSval=1618228022 TSecr=831031852 WS=256",472.215064,34.107.243.93,192.168.1.86,TCP,74
55578,55942  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=831031894 TSecr=1618228022,472.218222,192.168.1.86,34.107.243.93,TCP,70
55579,443  >  55930 [ACK] Seq=830 Ack=1505 Win=70656 Len=0 TSval=1128752818 TSecr=831031851,472.218412,34.107.243.93,192.168.1.86,TCP,66
55580,Client Hello (SNI=push.services.mozilla.com),472.224389,192.168.1.86,34.107.243.93,TLSv1.3,1300
55581,443  >  55942 [ACK] Seq=1 Ack=1231 Win=68096 Len=0 TSval=1618228071 TSecr=831031900,472.264332,34.107.243.93,192.168.1.86,TCP,66
55582,"Server Hello, Change Cipher Spec, Application Data",472.277255,34.107.243.93,192.168.1.86,TLSv1.3,284
55583,55942  >  443 [ACK] Seq=1231 Ack=219 Win=64128 Len=0 TSval=831031957 TSecr=1618228084,472.280592,192.168.1.86,34.107.243.93,TCP,70
55584,"Change Cipher Spec, Application Data",472.282014,192.168.1.86,34.107.243.93,TLSv1.3,134
55585,Application Data,472.282017,192.168.1.86,34.107.243.93,TLSv1.3,694
55586,443  >  55942 [ACK] Seq=219 Ack=1919 Win=70656 Len=0 TSval=1618228127 TSecr=831031958,472.320352,34.107.243.93,192.168.1.86,TCP,66
55587,8001  >  8001 Len=200,472.380597,192.168.1.207,224.0.0.7,UDP,246
55588,"Application Data, Application Data",472.387301,34.107.243.93,192.168.1.86,TLSv1.3,864
55589,49154  >  6667 Len=188,472.389132,192.168.1.183,255.255.255.255,UDP,234
55590,Application Data,472.396714,192.168.1.86,34.107.243.93,TLSv1.3,209
55591,443  >  55942 [ACK] Seq=1017 Ack=2058 Win=72960 Len=0 TSval=1618228247 TSecr=831032073,472.440622,34.107.243.93,192.168.1.86,TCP,66
55592,8001  >  8001 Len=200,472.484209,192.168.1.207,224.0.0.7,UDP,242
55593,49154  >  6667 Len=188,472.484641,192.168.1.183,255.255.255.255,UDP,230
55594,Application Data,472.499464,34.107.243.93,192.168.1.86,TLSv1.3,258
55595,Standard query 0xe03d AAAA firefox.settings.services.mozilla.com OPT,472.507564,192.168.1.211,192.168.1.1,DNS,112
55596,54844  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2139602615 TSecr=0 WS=128,472.511888,192.168.1.86,34.149.100.209,TCP,78
55597,Standard query response 0xe03d AAAA firefox.settings.services.mozilla.com CNAME prod.remote-settings.prod.webservices.mozgcp.net SOA ns-cloud-a1.googledomains.com OPT,472.513221,192.168.1.1,192.168.1.211,DNS,260
55598,"443  >  54844 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM TSval=3421780749 TSecr=2139602615 WS=256",472.516167,34.149.100.209,192.168.1.86,TCP,74
55599,54844  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2139602622 TSecr=3421780749,472.519439,192.168.1.86,34.149.100.209,TCP,70
55600,Client Hello (SNI=firefox.settings.services.mozilla.com),472.519441,192.168.1.86,34.149.100.209,TLSv1.2,587
72901,Application Data,961.312288,13.35.90.177,192.168.1.207,TLSv1.2,8274
72902,"443  >  39414 [PSH, ACK] Seq=286778764 Ack=244261 Win=760320 Len=2736 TSval=534338361 TSecr=198592 [TCP segment of a reassembled PDU]",961.312604,13.35.90.177,192.168.1.207,TCP,2802
72903,"443  >  39414 [PSH, ACK] Seq=286781500 Ack=244261 Win=760320 Len=9576 TSval=534338362 TSecr=198592 [TCP segment of a reassembled PDU]",961.313264,13.35.90.177,192.168.1.207,TCP,9642
72904,39414  >  443 [ACK] Seq=244261 Ack=286759612 Win=104192 Len=0 TSval=198594 TSecr=534338356,961.313881,192.168.1.207,13.35.90.177,TCP,70
72905,39414  >  443 [ACK] Seq=244261 Ack=286762348 Win=125824 Len=0 TSval=198594 TSecr=534338360,961.313883,192.168.1.207,13.35.90.177,TCP,70
72906,Application Data,961.314145,13.35.90.177,192.168.1.207,TLSv1.2,8274
72907,"443  >  39414 [PSH, ACK] Seq=286799284 Ack=244261 Win=760320 Len=2736 TSval=534338362 TSecr=198592 [TCP segment of a reassembled PDU]",961.314285,13.35.90.177,192.168.1.207,TCP,2802
72908,Application Data,961.315005,13.35.90.177,192.168.1.207,TLSv1.2,8274
72909,"443  >  39414 [PSH, ACK] Seq=286810228 Ack=244261 Win=760320 Len=2736 TSval=534338363 TSecr=198592 [TCP segment of a reassembled PDU]",961.315358,13.35.90.177,192.168.1.207,TCP,2802
72910,39414  >  443 [ACK] Seq=244261 Ack=286773292 Win=115072 Len=0 TSval=198594 TSecr=534338360,961.315863,192.168.1.207,13.35.90.177,TCP,70
72911,39414  >  443 [ACK] Seq=244261 Ack=286776028 Win=136704 Len=0 TSval=198594 TSecr=534338361,961.315864,192.168.1.207,13.35.90.177,TCP,70
72912,443  >  39414 [ACK] Seq=286812964 Ack=244261 Win=760320 Len=5472 TSval=534338364 TSecr=198593 [TCP segment of a reassembled PDU],961.315867,13.35.90.177,192.168.1.207,TCP,5538
72913,"443  >  39414 [PSH, ACK] Seq=286818436 Ack=244261 Win=760320 Len=5472 TSval=534338364 TSecr=198593 [TCP segment of a reassembled PDU]",961.31615,13.35.90.177,192.168.1.207,TCP,5538
72914,39414  >  443 [ACK] Seq=244261 Ack=286793812 Win=119040 Len=0 TSval=198595 TSecr=534338361,961.316805,192.168.1.207,13.35.90.177,TCP,70
72915,Application Data,961.316808,13.35.90.177,192.168.1.207,TLSv1.2,5538
72916,"443  >  39414 [PSH, ACK] Seq=286829380 Ack=244261 Win=760320 Len=5472 TSval=534338365 TSecr=198593 [TCP segment of a reassembled PDU]",961.317074,13.35.90.177,192.168.1.207,TCP,5538
72917,Application Data,961.317764,13.35.90.177,192.168.1.207,TLSv1.2,8274
72918,"443  >  39414 [PSH, ACK] Seq=286843060 Ack=244261 Win=760320 Len=2736 TSval=534338366 TSecr=198593 [TCP segment of a reassembled PDU]",961.3181,13.35.90.177,192.168.1.207,TCP,2802
72919,39414  >  443 [ACK] Seq=244261 Ack=286802020 Win=110976 Len=0 TSval=198595 TSecr=534338362,961.318102,192.168.1.207,13.35.90.177,TCP,70
72920,39414  >  443 [ACK] Seq=244261 Ack=286804756 Win=132608 Len=0 TSval=198595 TSecr=534338363,961.318103,192.168.1.207,13.35.90.177,TCP,70
72921,443  >  39414 [ACK] Seq=286845796 Ack=244261 Win=760320 Len=5472 TSval=534338367 TSecr=198593 [TCP segment of a reassembled PDU],961.318624,13.35.90.177,192.168.1.207,TCP,5538
72922,"443  >  39414 [PSH, ACK] Seq=286851268 Ack=244261 Win=760320 Len=4104 TSval=534338367 TSecr=198593 [TCP segment of a reassembled PDU]",961.318991,13.35.90.177,192.168.1.207,TCP,4170
72923,Application Data,961.319557,13.35.90.177,192.168.1.207,TLSv1.2,6906
72924,39414  >  443 [ACK] Seq=244261 Ack=286844428 Win=93440 Len=0 TSval=198595 TSecr=534338363,961.320545,192.168.1.207,13.35.90.177,TCP,70
72925,"443  >  39414 [PSH, ACK] Seq=286862212 Ack=244261 Win=760320 Len=8208 TSval=534338369 TSecr=198594 [TCP segment of a reassembled PDU]",961.320549,13.35.90.177,192.168.1.207,TCP,8274
13951,39414  >  443 [ACK] Seq=8925 Ack=12339204 Win=79616 Len=0 TSval=24513 TSecr=533642021,264.981482,192.168.1.207,13.35.90.177,TCP,70
13952,39414  >  443 [ACK] Seq=8925 Ack=12347412 Win=71424 Len=0 TSval=24513 TSecr=533642024,264.983254,192.168.1.207,13.35.90.177,TCP,70
13953,39414  >  443 [ACK] Seq=8925 Ack=12348569 Win=143104 Len=0 TSval=24515 TSecr=533642026,264.988599,192.168.1.207,13.35.90.177,TCP,70
13954,Application Data,265.231406,192.168.1.207,13.35.90.177,TLSv1.2,478
13955,Application Data,265.266132,13.35.90.177,192.168.1.207,TLSv1.2,989
13956,39414  >  443 [ACK] Seq=9333 Ack=12349492 Win=242944 Len=0 TSval=24585 TSecr=533642313,265.26794,192.168.1.207,13.35.90.177,TCP,70
13957,RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031,265.292455,Ubiquiti_26:2d:df,Spanning-tree-(for-bridges)_00,STP,60
13958,[TCP Keep-Alive] 8080  >  37164 [ACK] Seq=272 Ack=15333 Win=131072 Len=0,265.429542,192.168.1.9,192.168.1.1,TCP,64
13959,[TCP Keep-Alive ACK] 37164  >  8080 [ACK] Seq=15333 Ack=273 Win=15744 Len=0 TSval=363771193 TSecr=2471786425,265.429543,192.168.1.1,192.168.1.9,TCP,66
13960,Msg format 1[Malformed Packet],265.529829,158.115.141.166,192.168.1.87,SIGCOMP,166
13961,Msg format 1,265.531387,192.168.1.87,158.115.141.166,SIGCOMP,177
13962,Msg format 1[Malformed Packet],265.550139,158.115.141.166,192.168.1.87,SIGCOMP,158
